Target sentence,Prediced sentence,Word error rate,Character error rate
"""1896 qua cuốn tiểu thuyết """"Theo Đường Xích Đạo"""" (Following the Equator""","""1896 qua cuốn tiểu thuyết """"Theo Đường Xích Đạo"""" (Following the Equator""",0.0,0.0
1878 – VITTORIO EMANUELE II,1878  VITTORIO EMANUELE II,0.20000000298023224,0.03703703731298447
bắt nguồn từ phía tây Trung Quốc (Thanh Hải) và chảy về phía đông đổ ra Biển Hoa Đông,bắt nguồn từ phía tây Trung Quốc (Thanh Hải) và chảy về phía đông đổ ra Biển Hoa Đông,0.0,0.0
1929 – Anne Frank,1929  Anne Frank,0.25,0.05882352963089943
1878 - Julius Robert von Mayer,1878 - Julius Robert von Mayer,0.0,0.0
18 Tháng 1: Liên Xô Phát Động Phản Công Tại Leningrad,18 Tháng 1: Liên Xô Phát Động Phản Công Tại Leningrad,0.0,0.0
1879),1879)),1.0,0.20000000298023224
Cấu trúc của nó là một tứ giác khổng lồ mỗi cạnh dài 275 m,Cấu trúc của nó là một tứ giác khổng lồ mỗi cạnh dài 275 m,0.0,0.0
"""1902-1917""""""","""1902-1917""""""",0.0,0.0
"""cầu thủ thứ 2 cũng phải cách khung thành 9,15m""","""cầu thủ thứ 2 cũng phải cách khung thành 9,15m""",0.0,0.0
1908 - Giuse Phạm Văn Thiên,1908 - Giuse Phạm Văn Thiên,0.0,0.0
Andrianampoinimerina nhanh chong khuech truong quyen cai tri cua minh ra cac quoc gia lan can,Andrianampoinimerina nhanh chong khuech truong quyen cai tri cua minh ra cac quoc gia lan can,0.0,0.0
Cau vong,Cau vong,0.0,0.0
1924 - Pham Hong Thai,1924 - Pham Hong Thai,0.0,0.0
Cau truc kinh te cua cac quoc gia Trung Dong khac biet ve hoan canh,Cau truc kinh te cua cac quoc gia Trung Dong khac biet ve hoan canh,0.0,0.0
1- BAN CHỈ ĐẠO HỌP 6 THÁNG MỘT LẦN,1 BAN CHỈ ĐẠO HỌP 6 THÁNG MỘT LẦN,0.1111111119389534,0.029411764815449715
Cấu Trúc Của Mafia Ý,Cấu Túc Của Maia ý,0.6000000238418579,0.15000000596046448
Cả Windows Live Toolbar và MSN Toolbar sẽ đều do Bing trợ lực và nhằm cung cấp cho người dùng một cách thuận tiện để truy cập các kết quả Bing,Cá rnun h Thnbhn và it Thnh u d gt ự và nhnmn ngc chong h ng một ch hu h ênđ tay cpc hế quả Đng,0.8709677457809448,0.5070422291755676
cau truc,cau true,0.5,0.125
ANDREW SIHLER,ANDREW SIHLER,0.0,0.0
"""1 bạt  15,244 g (15,244 g được sử dụng đối với nén hoặc thoi hoặc vàng """"thô"""";""","""1 bạt 15,24 g (15,244 g được sử dụng đối với nên hoặc thoi hoặc vàng """"thô""""""",0.1764705926179886,0.04938271641731262
"""Cả Về Xã Hội Và Văn Hoá"""" Theo Bách Khoa Toàn Thư Lịch Sử Thế Giới (2001)""","""Cả Về Xã Hội Và Văn Hoấ"""" Theo Bách Khoa Toàn Thư Lịch Sử Thế Giới (2001)""",0.05882352963089943,0.013333333656191826
10 ngay sau nha vua than hanh doc xuat 15 van thuy quan xuoi vao dat Chiem Thanh,10 ngay sau nha vua than hanh doc xuat 15 van thuy quan xuoi vao dat Chiem Thanh,0.0,0.0
Cấu Trúc Nền Của Đập Có Tuổi Thế Kỷ 2 Và Được Xem Là Một Trong Những Công Trình Dẫn Nước Hay Điều Tiết Nước Cổ Nhất Trên Thế Giới Vẫn Còn Đang Sử Dụng,CácTi n C C Th ThK à Đ o X à Mt Tng hng Cng Tnh Th C h Tn Th V Dn S Dng,1.0,0.5799999833106995
18 THÁNG 4: LARS CHRISTIANSEN,18 THÁNG 4: LARS CHRISTIANSEN,0.0,0.0
1922 - Mai Chi Tho,1922 - Mai Chi Tho,0.0,0.0
Cấu Trúc Thư Mục Cài Đặt Tex / Metafont Được Chuẩn Hoá Trong Cây Thư Mục Texmf,Cấu Trúc Thư Mục Cài Đặt Tex / Metafont Được Chuẩn Hoá Trong Cây Thư Mục Texmf,0.0,0.0
1878 DO THỐNG ĐỐC NAM KỲ LAFONT KÝ CŨNG ĐỀ RA CÁI MỐC HẸN TRONG BỐN NĂM (TỨC NĂM 1882) THÌ PHẢI CHUYỂN HẲN SANG CHỮ QUỐC NGỮ:,1878 DO THỐNG ĐỐC NAM KỲ LAFONT KỲ CŨNG ĐỀ RA ÁI ỐC HẸN TRONG BỐN NĂM (Ứ CNĂM 182) THÌ PẢI CHUYN HN SANG CHỮ QUỐC NGỮ:,0.3214285671710968,0.07999999821186066
CẦU YÊN LỆNH KHI HOÀN THÀNH ĐÃ TẠO NHIỀU DẤU ẤN ĐẶC BIỆT,CẦU YÊN LỆNH KHI HOÀN THÀNH ĐÃ TẠO NHIỀU DẤU ẤN ĐẶC BIỆT,0.0,0.0
Cavalier King Charles Spaniels can di dao hang ngay,Cavalier King Charles Spaniels can di dao hang ngay,0.0,0.0
cấu trúc lewis,cấu trúc lewis,0.0,0.0
1879 – Miguel Grau Seminario,1879  Miguel Grau Seminario,0.20000000298023224,0.0357142873108387
10 quốc gia giành được nhiều huy chương nhất,10 quốc gia giành được nhiều huy chương nhất,0.0,0.0
1908 – nguyễn đức cảnh,1908  nguyễn đức cảnh,0.20000000298023224,0.04545454680919647
1896 - ruth gordon,1896 - ruth gordon,0.0,0.0
18 Tháng 2: Jakob Miltz,18 Tháng 2: Jakob Miltz,0.0,0.0
18 thang 1: Maurice Challe,18 thang 1: Maurice Challe,0.0,0.0
8 khẩu cối 82mm,8 khẩu cối 82mm,0.0,0.0
Cầu Thủ Xuất Sắc Nhất Năm Của Fifa,Cầu Thủ Xuất Sắc Nhất Năm Của Fifa,0.0,0.0
1919 – ÁO VÀ CÁC NƯỚC PHE ENTENTE KÝ HÒA ƯỚC SAINT-GERMAIN,1919  ÁO VÀ CÁC NƯỚC PHE ENTENTE KÝ HÒA ƯỚC SAINT-GERMAIN,0.0833333358168602,0.017241379246115685
10B,10B,0.0,0.0
1890) miêu tả mối quan hệ giữa một người đàn ông Nhật và một phụ nữ Đức,1890) miêu tả mối quan hệ giữa một người đàn ông Nhật và một phụ nữ Đức,0.0,0.0
cay cau dau tien cau Bandai duoc xay dung qua song Shinano noi lien cac khu dan cu cua Niigata o phia dong va Nuttari o phia tay,cay cau dau tiencau Bandai duoc xay dung qua song Shiman o ien cac khu dan cu cua Nilata o phia dong va Natariophia tay,0.3214285671710968,0.09375
Cầu Thủy Điện Đồng Nai 3,Cầu Thủy Điện Đồng Nai 3,0.0,0.0
19 tp,19 tp    ,0.0,0.800000011920929
2 thang 7 - Jimmy Walker,2 thang 7 - Jimmy Walker,0.0,0.0
"""1920 – ĐỘNG ĐẤT VỚI CƯỜNG ĐỘ 8,5 ĐỘ RICHTER LÀM RUNG CHUYỂN TỈNH CAM TÚC""","""1920  ĐỘNG ĐẤT VỚI CƯỜNG ĐỘ 8,5 ĐỘ RICHTER LÀM RUNG CHUYỂN TỈNH CAM TÚC""",0.0625,0.013513513840734959
Bat Nhóm Ngôn Ngữ Gốc Balt,Bat Nhóm Ngôn Ngữ Gốc Balt,0.0,0.0
Cây Cầu Được Thiết Kế Với Kiểu Dáng Độc Đáo Do Hãng Daydé & Pillé Thiết Kế,Cây Cầu Được Thiết Kể Với Kiểu Dảng Độc Đảo Do Hãng Daydé & Pile Thiết Kế,0.23529411852359772,0.06756756454706192
18 Tháng 4: Gian-Carlo Rota,18 Tháng 4: Gian-Carlo Rota,0.0,0.0
1877 - Antoine Augustin Cournot,1877 - Antoine Augustin Cournot,0.0,0.0
8 đoạn phim ngắn (featurette) chưa từng được phát hành (gồm It All Started Like This,1 đoạn phim ngắn (featurette) chưa từng được phát hành (gồm It All Started Like This,0.0625,0.011904762126505375
8% DOANH SỐ CỦA CÔNG TY GIAO THÔNG CÔNG CỘNG PARIS RATP,B% DOANH SỐ CỦA CÔNG TY GIAO THÔNG CÔNG CỘNG PARIS RATP,0.0833333358168602,0.0181818176060915
CÂY CAO TỪ KHOẢNG 3M ĐẾN 9M,CâY CAO TỪ KHOẢNG 3M ĐẾN 9M,0.1428571492433548,0.03703703731298447
Cả wabi và sabi đều dẫn lối cảm thức về sự trống trải và cô đơn,CẢ WABi Và SABI ĐỀU Dẫn LỐI CảM THỨC VỀ SỰ TRỐnG TRải Và CÔ ĐơN,1.0,0.5873016119003296
ca ve tai chinh va phap ly doi voi nhung nha moi gioi khong co giay phep,ca ve tai chinh va phap ly doi voi nhung nha moi gioi khong co giay phep,0.0,0.0
CÁ: VỚI SÔNG HỒNG,CÁ: VỚI SÔNG HỒNG,0.0,0.0
cấu trúc của greater london tương tự như các hạt vùng đô thị,cấu trúc của greater london tương tự như các hạt vùng đô thị,0.0,0.0
Cấu trúc lập phương đơn giản có hệ số xếp chặt rất thấp nên kém bền hơn,Cấu trúc lập phương dơn giản có hệ số xếp chật rất thấp nên kêm bền hơn,0.1764705926179886,0.0422535203397274
Bắt Nguồn Từ Vùng Núi Phía Bắc Tỉnh Xiengkhuang,Bắt Nguồn Từ Vùng Núi Phía Bắc Tỉnh Xiengkhuang,0.0,0.0
2 tháng 7: james stewart,2 tháng 7: james stewart,0.0,0.0
2 tháng 6 - huang ju,2 tháng 6 - huang ju,0.0,0.0
cavelier gaviria,cavelier gaviria,0.0,0.0
cay bui va xeric,cay bui va xeric,0.0,0.0
cây cau,cây cau,0.0,0.0
10 Downing Street - Prime Minister: The Rt Hon Gordon Brown Mp,10 Downing Street - Prime Minister: The Rt Hon Gordon Brown Mp,0.0,0.0
1904 Trận Liêu Dương,1904 Trận Liêu Dương,0.0,0.0
cả về mặt chính trị và quân sự,cả về mặt chính trị và quân sự,0.0,0.0
19 triệu tới từ tiền quyên được ở ngoại quốc,19 triệu tới từ tiền quyên được ở ngoại quốc,0.0,0.0
1902 – rafael alberti,1902  rafael alberti,0.25,0.0476190485060215
18% Tajik,18% Tajik,0.0,0.0
cầu thủ và huấn luyện viên bóng đá người hàn quốc,cầu thủ và huấn luyện viên bóng đá người hàn quốc,0.0,0.0
Cấu Trúc Của Svđ Ngày Nay Đã Được Làm Mới,Cấu Trúc Của Svd Ngày Nay Đã Được Làm Mới,0.10000000149011612,0.024390242993831635
Andrew (ngày 24 tháng 3 năm 2001),Andrew (ngày 24 tháng 3 năm 2001),0.0,0.0
18 thang 8: tuong Phap la Courbet dem ham doi toi danh cua Thuan An,18 thang 8: tuong Phap la Courbet dem ham doi toi danh cua Thuan An,0.0,0.0
Cấu Trúc Trong,Cấu Trúc Trong,0.0,0.0
19/10/2011,19/10/2011,0.0,0.0
2 THÁNG 5 - JUAN VALDIVIESO,2 THÁNG 5 - JUAN VALDIVIESO),0.1666666716337204,0.03703703731298447
2 tháng 6 – irwin rose,2 tháng 6  irwin rose,0.1666666716337204,0.04545454680919647
Bát Nhã Ba La Mật Đa Tâm Kinh (Mahàprajnàpàramità-hridaya-sùtra),Bát Nhã Ba La Mật Đa Tâm Kinh (Mahảprajnàpàramità-hridaya-sủtra),0.1111111119389534,0.03125
2 THÁNG 7: CHRISTIAN BARETTI,2 THÁNG 7: CHRISTIAN BARETTI,0.0,0.0
CÁ VOI,CA VOI,0.5,0.1666666716337204
Cấu trúc Quốc hội gồm có ba thành phần: Vương quyền,Cấu trúc Quốc hội gồm có ba thành phần: Vương quyền,0.0,0.0
Cấu trúc lập phương đơn giản có hệ số xếp chặt chỉ là 52%,Cấu trúc lập phương đơn giản có hệ số xếp chặt chỉ là 52%,0.0,0.0
+Cấu trúc liên kết đầy đủ- có tỉ lệ lệch cao nhất,+Cấu trúc liên kết đầy đủ- có tỉ lệ lệch cao nhất,0.0,0.0
1929-30 – GIUSEPPE MEAZZA (31 BÀN),1929-30  GIUSEPPE MEAZZA (31 BÀN),0.1666666716337204,0.029411764815449715
cay an qua (Cam bu,cay an qua (Cam bu,0.0,0.0
CẦU VIỆN NHÀ THANH SANG GIÚP NHƯNG THẤT BẠI VÀ NHÀ HẬU LÊ CHẤM DỨT TỒN TẠI NĂM 1789,CÁC ĐIỆN NHÀ THANH SANG GIÚP NHING THẮC BẠI VÀ NHÀ HẬN LÝ CHẮM ĐỨT CTỒN TẠINĂM 189,0.6315789222717285,0.15662650763988495
1887 - Phạm Bành,1887 - Phạm Bành,0.0,0.0
1925 - Johan Jensen,1925 - Johan Jensen,0.0,0.0
cây cảnh quý hiếm cho những nơi có nhu cầu,cây cảnh quý hiếm cho những nơi có nhu cầu,0.0,0.0
CẤU TRÚC LẬP PHƯƠNG TÂM KHỐI CÓ HỆ SỐ XẾP CHẶT 68%,CẤU TRÚC LẬP PHƯƠNG TÂM KHỐI CÓ HỆ SỐ XẾP CHẶT 68%,0.0,0.0
Cấu Trúc Bo Mạch Chủ Sử Dụng Cpu Của Hãng Amd Giống Như Cấu Trúc Của Bo Mạch Chủ Sử Dụng Cpu Của Hãng Intel,Cấu Trúc Bo Mạch Chủ Sử Dụng Cọu Của Hăng Amd Giống Như Cấu Trúc Của Bo Mạch Chủ Sử Dụng Cpu Của Hãng Intel,0.07999999821186066,0.018691588193178177
1879 – paul klee,1879  paul klee,0.25,0.0625
1913 - Anton Wilhelm Karl Von L’Estocq,1913 - Anton Wilhelm Karl Von LEstocq,0.1428571492433548,0.02631578966975212
"""CẦU XIN CHÚA PHÙ HỘ TÔI""""""","""CẤU RIN CHỦA PHÙ HỘ TÔ""""",0.6666666865348816,0.18518517911434174
18 tháng 4: Pawina Thongsuk,18 tháng 4: Pawina Thongsuk,0.0,0.0
1920 - james doohan,1920 - james doohan,0.0,0.0
1926 – Peter Lax,1926  Peter Lax,0.25,0.0625
2 tháng 5 năm 2000,2 tháng 5 năm 2000,0.0,0.0
1924 - jozef kroner,1924 - jozef kroner,0.0,0.0
câu tiễn lại đưa quân vượt hoài hà để hợp với các nước chư hầu tại trung nguyên ở từ châu,câu tiễn lại đưa quân vượt hoài hà để hợp với các nước chư hầu tại trung nguyên ở từ châu,0.0,0.0
1896 – di chuyển đến hillary street ground,1896  di chuyển đến hillary street ground,0.125,0.02380952425301075
2 thang 7: Ashley Tisdale,2 thang 7: Ashley Tisdale,0.0,0.0
19th century base ball at old bethpage long island,19th century base ball at old bethpage long island,0.0,0.0
1909 - HOMI J,1909 - HOMI JI,0.25,0.07692307978868484
1920) Mượn Đề Tài Phật Giáo Ấn Độ Và Trung Hoa Đời Đường;,1920) Mượn Đề Tài Phật Giáo Ấn Độ Và Trung Hoa Đời Đường,0.07692307978868484,0.017543859779834747
Cavalier King Charles Spaniel được triển lãm ở trong Nhóm chó cảnh nhỏ (Toy Group) của AKC bắt đầu từ năm 1996,Cavale King Charles Spaniel được tin làm ở trong Nhóm chó cảành nhỏ (Toy Group) của AKC bất đầu từ năm 196,0.27272728085517883,0.072727270424366
1918 – De quoc Duc,1918  De quoc Duc,0.20000000298023224,0.0555555559694767
1.9 trieu du khach da toi Cuba nam 2003 chu yeu tu Canada va Lien minh chau Au mang lai khoan tien 2.1 ty dollar cho nuoc nay,18 trieudu khach da toi Cubanm 203 chu yeu tu Canada va Lien minh chau Au mang lai khoan tien 21 tydlla cho nuoc nay,0.3214285671710968,0.07999999821186066
cầu thủ thử việc tại nước ngoài,cầu thủ thử việc tại nước ngoài,0.0,0.0
Cavaleiro (Tiếng Bồ Đào Nha),Cavaleiro (Tiếng Bồ Đào Nha),0.0,0.0
18 huyen;,18 huyen,0.5,0.1111111119389534
1898 - James Joseph Sweeney,1898 - James Joseph Sweeney,0.0,0.0
cấu trúc không còn là một yếu tố quan trọng trong thơ,cấu trúc không còn là một yếu tố quan trọng trong thơ,0.0,0.0
1929 - Liz Claiborne,1929 - Liz Claiborne,0.0,0.0
8.ĐẠI HỌC HẢI QUAN VIỆT NAM,8.ĐẠI HỌC HẢI QUAN VIỆT NAM,0.0,0.0
Bắt Nguồn Từ Thuật Ngữ Nông Thôn (Campo) Trong Tiếng Tây Ban Nha,Bắt Nguồn Từ Thuật Ngữ Nông Thôn (Campo) Trong Tiếng Tây Ban Nha,0.0,0.0
1923 - Doc Watson,1923 - Doc Watson,0.0,0.0
1877 - Người Áo Ludwig Boltzmann sáng tạo cơ học thống kê,1877 - Người Áo Ludwig Boltzmann sáng tạo cơ học thống kê,0.0,0.0
8GB,GB,1.0,0.3333333432674408
2 Tháng 7: Johann Baptist Gradl,2 Tháng 7: Johann Baptist Gradl,0.0,0.0
2 Tháng 6: Franz Korinek,2 Tháng 6: Franz Korinek,0.0,0.0
Andrew Jackson tại Find a Grave,Andrew Jackson tại Find a Grave,0.0,0.0
1898 – Itō Hirobumi bat dau nhiem ky thu ba lam Thu tuong Nhat Ban,1898  It Hirobumi bat dau nhiem ky thu ba lam Thu tuong Nhat Ban,0.13333334028720856,0.03030303120613098
10 năm trước khi nó được thế giới công nhận,10 năm trước khi nó được thế giới công nhận,0.0,0.0
8 Giờ Sáng,8 Giờ Sáng,0.0,0.0
1927 – Lev Trotsky bị trục xuất khỏi Đảng Cộng sản Liên Xô,1927  Lev Trotsky bị trục xuất khỏi Đảng Cộng sản Liên Xô,0.07692307978868484,0.017241379246115685
cau tren vanh dai giao thong doi ngoai (gan cau Ho hien tai),cau tren vanh dai giao thong doi ngoai (gan cau Ho hien tai),0.0,0.0
108 và 803;,108 và 803,0.3333333432674408,0.09090909361839294
1889 – Charlie Chaplin,1889  Charlie Chaplin,0.25,0.04545454680919647
8 BC),8BC,1.0,0.4000000059604645
1912 – phạm hùng,1912  phạm hùng,0.25,0.0625
1913),1913),0.0,0.0
1876–1933),18761933),1.0,0.10000000149011612
1878 DO THỐNG ĐỐC NAM KỲ LAFONT KÝ CŨNG ĐỀ RA CÁI MỐC HẸN TRONG BỐN NĂM (TỨC NĂM 1882) THÌ PHẢI CHUYỂN HẲN SANG CHỮ QUỐC NGỮ:,1878 DO THỐNG ĐỐC NAM KỲ LAFONT KỲ CŨNG ĐỀ RA ÁI ỐC HẸN TRONG BỐN NĂM (Ứ CNĂM 182) THÌ PẢI CHUYN HN SANG CHỮ QUỐC NGỮ:,0.3214285671710968,0.07999999821186066
"""Andrew Juniper Lưu Ý Rằng """"[Nếu] Một Đối Tượng Hoặc Sự Biểu Lộ Có Thể Mang Lại""","""BRDREW JUMIPER LƯU Ý RẰNG """"NẾU) MỘT ĐỐI TƯỢNG HOẶC SỰ BIỂU LỘ CÓ THỂ MANG LẠI""",0.9411764740943909,0.5555555820465088
1876-1980 (1990);,1876-1980 (1990),0.5,0.05882352963089943
2 tháng 6 1890,2 tháng 6 1890,0.0,0.0
bắt nguồn từ hòn gia lê cao 1.812 m chảy qua khánh vĩnh,bắt nguồn từ hòn gia lê cao 1.812 m chảy qua khánh vĩnh,0.0,0.0
cau truc cap cao nhat cua Ngu he Nam Dao—la Blust (1999),cau truc cap cao nhat cua Ngu he Nam Daola Blust (1999),0.0833333358168602,0.01785714365541935
1918 - Claude Debussy,1918 - Claude Debussy,0.0,0.0
CẤU TRÚC CỦA OPAN BAO GỒM CÁC VI TINH SIO2 Ở DẠNG HÌNH CẦU NẰM CHỒNG KHÍT LÊN NHAU VÀ SẮP XẾP THEO TỪNG LỚP,CÂU TRÚC CỦA OPAN BAO GỒM CÁC VI TINH SI02 Ở DẠNG HÌNH CẤU NẰM CHỐNG KHÍT LÊN NHAU VÀ SẮP XẾP THEO TỪNG LỚP,0.1599999964237213,0.037383176386356354
Cave,Cave,0.0,0.0
Cầu Treo Nam Công nối làng Nam Công và làng Tân Hưng - Thanh Tân - Thanh Liêm - Hà Nam,Cầu Treo Nam Công nối làng Nam Công và làng Tân Hưng - Thanh Tân - Thanh Liêm - Hà Nam,0.0,0.0
1911 Nguyen Tat Thanh ra nuoc ngoai tim duong cuu nuoc,1911 Nguyen Tat Thanh ra nuoc ngoai tim duong cuu nuoc,0.0,0.0
1916 Pp Of Articles By Scholars On All Topics Covering The 12 States;,1916 Pp Of Articles By Scholars On All Topics Covering The 12 States,0.07692307978868484,0.014492753893136978
Bát Nương,Bát Nương,0.0,0.0
1878 – iosif vissarionovich stalin,1878  iosif vissarionovich stalin,0.20000000298023224,0.029411764815449715
cầu trường giang nam kinh,cầu trường giang nam kinh,0.0,0.0
CÁ VẬT LÀ CÁI GÌ ĐƯỢC HIỂU CHÍNH XÁC NHẤT,CÁ VẬT LÀ CÁI GÌ ĐƯỢC HIỂU CHÍNH XÁC NHẤT,0.0,0.0
Cấu Trúc Bo Mạch Chủ,Cấu Trúc Bo Mạch Chủ,0.0,0.0
8 doi thang trong vong dau nay se gianh quyen vao vong loai thu hai de thi dau cung voi 22 doi da duoc vao thang vong hai,1 doi thang trong vong dau nay se gianh quyen vao vong loai thu hai de thi dau cung voi 2 doi da duoc vao thang vong hai,0.0714285746216774,0.01652892492711544
Cau thu xuat sac nhat Campeonato Paulista (2): 2010,Cau thu xuat sac nhat Campeonato Paulista (2): 2010,0.0,0.0
cấu trúc liên bang và pháp quyền có giá trị vĩnh viễn,cấu trúc liên bang và pháp quyền có giá trị vĩnh viễn,0.0,0.0
1895 - henry rawlinson,1895 - henry rawlinson,0.0,0.0
Android 4.4.4,Android 4.4.4,0.0,0.0
8 ghế tổng thống đề cử với nhiệm kỳ 5 năm,8 ghế tổng thống đề cử với nhiệm kỳ 5 năm,0.0,0.0
Cay buoi sau nha ngan ngat huong dua,Cay buoi sau nha ngan ngat huong dua,0.0,0.0
1877-78,1877-78,0.0,0.0
"""Bát Nguyệt Phụng Kiến Có Nghĩa Là: """"Tháng 8 Mùa Thu Năm Canh Tuất""","""Bát Nguyệt Phụng Kiến Có Nghĩa Là: """"Tháng 8 Mùa Thu Năm Canh Tuất""",0.0,0.0
Cavalier King Charles Spaniel Là Giống Chó Năng Nổ,Cavalier King Charles Spaniel Là Giống Chó Năng Nổ,0.0,0.0
CẢ VỀ SỐ LƯỢNG VÀ CHẤT LƯỢNG,CẢ VẼ SỐ LƯỢNG VÀ CHẤT LƯỢNG,0.1428571492433548,0.0357142873108387
1 BẢNG,1BẢNG ,1.0,0.3333333432674408
cả vợ và đứa con trai nhỏ của ông đều qua đời,cả vợ và đứa con trai nhỏ của ông đều qua đời,0.0,0.0
CẤU TRÚC NHU CẦU CÁ NHÂN THEO CÁCH PHÂN LOẠI TRÊN CHO PHÉP HÌNH DUNG MỘT HỆ THỐNG NHU CẦU ĐƯỢC SẮP XẾP NHƯ MỘT TẾ BÀO MÀ NHÂN CỦA NÓ LÀ CÁC NHU YẾU TUYỆT ĐỐI,BA U C C NAN H C HA N H NH H H HN UC H T NA C N H TỢ O,1.0,0.7070063948631287
18 Tháng 10: Pierre Mendès-France,18 Tháng 10: Pierre Mendès-France,0.0,0.0
- 01 phòng máy tính với 40 máy tính nối mạng internet,- 01 phòng máy tính với 40 máy tính nối mạng internet,0.0,0.0
Cấu trúc âm nhạc bị xóa nhòa qua việc mở rộng các phân đoạn và đoạn nhạc dạo nối các phân đoạn với nhau,Cấu trác âm nhạc bị xóa nhòa qua việc mở xộng các phân đoạn và đoạn nhọc dạo nối các phân đoạn với nhau,0.125,0.029126213863492012
Bất Nhị Phệ-Đàn-Đa Đã Gây Ảnh Hưởng Lớn Đến Thấp-Bà Giáo,Bất Nhị Phệ-Đàn-Đa Đã Gây Ảnh Hưởng Lớn Đến Thấp-Bà Giáo,0.0,0.0
Cây cầu là một phần của con đường giúp du khách tham quan nhiều khu vườn nhỏ và kết nối 2 phòng triển lãm nghệ thuật,Cây câu là một phân của con đường giúp du khách tham quan nhiều khu vườn nhỏ và kết nổi a phồng triên lâm nghệ thuật,0.26923078298568726,0.06034482643008232
1890–1952 (1983);,18901952 (1983),1.0,0.11764705926179886
1.b,1.b,0.0,0.0
(1894),(1894),0.0,0.0
cầu thủ vào thay andré schürrle ghi thêm hai bàn và đức dẫn trước 7–0,cầu thủ vào thay andré schrie ghi thêm hai bàn và đức dẫn trước 70,0.13333334028720856,0.05797101557254791
BÁT NƯỚC MẮM DÙNG CHUNG TRÊN MÂM CƠM,BÁT NƯỚC MÂM DÙNG CHUNG TRÊN MÂM CƠM,0.125,0.02777777798473835
CẢ VỀ GIỮA CHÚNG VÀ VỚI CÁC NHÓM KHÁC,CẢ VỀ GIỮA CHÚNG VÀ VỚI CÁC NHÓM KHÁC,0.0,0.0
1885 – Hugo Sperrle,1885  Hugo Sperrle,0.25,0.05263157933950424
CẤU TRÚC DÂN SỐ LÀ CÁC KHÍA CẠNH VỀ GIỚI TÍNH,CẤU TRÚC DÂN SỐ LÀ CÁC KHÍA CẠNH VỀ GIỚI TÍNH,0.0,0.0
Cầu Thủ Tham Gia Nhiều Trận Chung Kết Nhất: Francisco Gento (Real Madrid) Và Paolo Maldini (Ac Milan) Cùng 8 Lần Có Mặt Trong Trận Chung Kết Cúp C1,Cá Th Tn Ca hiu Tr Cung ht hn r nin n a hni à h hn a Mhng Cùng Có Mt TrongTên Cung K Cu C,0.9655172228813171,0.5034013390541077
Cau Treo,Cau Treo,0.0,0.0
1929 – Alasdair MacIntyre,1929  Alasdair MacIntyre,0.25,0.03999999910593033
18 THÁNG 11 - SUSAN SULLIVAN,18 THÁNG 11 - SUSAN SULLIVAN,0.0,0.0
CẢ VÌ NHỮNG THAY ĐỔI XÃ HỘI VÀ VÌ NHỮNG CẢI TIẾN TRONG LĨNH VỰC Y TẾ,CẢ VÌ NHỮNG THAY ĐỔI XÃ HỘI VÀ VÌ NHỮNG CẢI TIẾN TRONG LĨNH VỰC Y TẾ,0.0,0.0
"""bắt nguồn từ tiếng pháp: inox) là một dạng hợp kim của sắt chứa tối thiểu 10,5% crôm""","""bắt nguồn từ tiếng pháp: inox) là một dạng hợp kim của sắt chứa tối thiểu 10,5ĩ crôm""",0.0555555559694767,0.011627906933426857
cau thu va nha quan ly bong da nguoi Duc,cau thu va nha quan ly bong da nguoi Duc,0.0,0.0
2 Tháng 6: Một Xe Hơi Chứa Bom Nổ Trước Tòa Đại Sứ Quán Đan Mạch Tại Islamabad,2 Tháng 6: Một Xe Hơi Chứa Bom Nổ Trước Tòa Đại Sứ Quán Đan Mạch Tại Islamabad,0.0,0.0
cầu treo đakrông,cầu treo đakrông,0.0,0.0
CẤU TRÚC CỦA BẢN NHẠC NÀY ĐÃ TRỞ THÀNH CƠ SỞ CHO NHỮNG KHÚC NHẠC RAG KHÁC,CẤU TRÚC CỦA BẢN NHẠC NÀY ĐÃ TRỞ THÀNH CƠ SỞ CHO NHỮNG KHÚC NHẠC RAG KHÁC,0.0,0.0
-----         -----,-----    -----,0.0,0.2631579041481018
cầu tre lắt lẻo,cầu tre lất lẻo,0.25,0.06666667014360428
Câu Trả Lời Của Croatia Cho Cuộc Cách Mạng Hungary Năm 1848 Là Sự Tuyên Chiến,Câu Trả Lời Của Croatia Cho Cuộc Cách Mạng Hungary Năm 1848 Là Sự Tuyên Chiến,0.0,0.0
Cà Vạt,Cà Vạtl,0.5,0.1666666716337204
Cau thu va tran dau,Cau thu va tran dau,0.0,0.0
1925 - Hoàng Trung Thông,1925 - Hoàng Trung Thông,0.0,0.0
1902 – Isaac Bashevis Singer,1902  Isaac Bashevis Singer,0.20000000298023224,0.0357142873108387
1892,1892,0.0,0.0
Cấu trúc nạp/lưu trữ,Cấu trúc nạp/llưu trữ,0.25,0.05000000074505806
CẤU TRÚC CÂU CƠ BẢN LÀ CHỦ ĐỀ-BỔ ĐỀ,CẤU TRÚC CÂU CƠ BẢN LÀ CHỦ ĐỀ-BỔ ĐỀ,0.0,0.0
18 trường trung cấp và trung cấp nghề,18 trường trung cấp và trung cấp nghề,0.0,0.0
CẢ VỀ MẶT KINH TẾ VÀ CHÍNH TRỊ,CẢ vỀ MẶT KINH Tế VÀ CHÍNH TRỊ,0.25,0.06666667014360428
1901 Và 1989,1901 Và 1989,0.0,0.0
